,Descripcion,Amenidades,Detalles,Precio,Direccion
161,"Residencia en venta amueblada de dos niveles, cuenta con 4 habitaciones cada una con vestidor y baño, sala de tv, estudio, recamara de visitas, sala, comedor, cocina equipada, antecomedor, cuarto de servicio, cochera techada para 3 autos. ubicada dentro del exclusivo Fraccionamiento El Campanario en la ciudad de Querétaro, Qro. México. El fraccionamiento cuenta con la mejor Seguridad de la ciudad, amplias avenidas, lagos, jardines y un precioso Campo de Golf (18 hoyos), Casa Club con Alberca y restaurante, así como áreas de convivencia, acceso a las principales avenidas de la ciudad.",[],"['Recámara(s)\n6+', 'Baños\n4+', 'Medio Baños\n1', 'Terreno\n1181m2', 'Vendedor(a)\nInmobiliaria']","$35,500,000",Acequias del Sur
162,"Se vende casa por carretera a Cd. Juarez. cuanta con dos pisos. planta baja: recibidor, baño completo, estancia, cocina, sala, comedor, cuarto de lavado. Planta alta: 3 recamaras, la principal cuenta con vestidor, baño completo con tina, balcon. baño compartido. Patio muy grande. Fosa ceptica. (no cuenta con drenaje). Bodega de 3x4. Se encuentra aproximadamente a 400 mts de la carretara a cd Juarez, cerca de escuelas, tele secundaria y consultorios medicos.",[],"['Recámara(s)\n3', 'Baños\n3', 'Terreno\n1259m2', 'Vendedor(a)\nInmobiliaria']","$1,100,000",Acequias del Sur
163,"HERMOSA CASA EN VENTA DE UN PISO EN LA COLONIA AMPLIACIÓN AEROPUERTO 

$3,750,000 
Aceptado Fovissste, Bancario e Infonavit 

SALA 
COMEDOR
ESTANCIA
3 HABITACIONES
1.5 BAÑOS 
COCHERA PARA 8 AUTOS
PATIO 
ALBERCA CON BAÑO COMPLETO",[],"['Recámara(s)\n3', 'Baños\n1', 'Medio Baños\n1', 'Garage\n4+', 'Vendedor(a)\nInmobiliaria']","$3,750,000",Cd. Juarez
164,"????CASA A LA VENTA EN CONDOMINIO SAN MARCOS ZONA AV. ANTONIO J. BERMÚDEZ Y CUATRO SIGLOS????

Terreno 488m2
Construcción 436m2


??HERMOSA RESIDENCIA EN CONDOMINIO SAN MARCOS, CALLE CALZADA DEL RIO VALUADA EN $ 6,500,000 a $ 4,500,000??

??PLANTA BAJA
??SALA 
??COMEDOR
??CUARTO DE LAVAR
??2 BAÑOS y 1/2 
??ESTANCIA CON CHIMENEA 
??CUARTO DE SERVICIO

??PLANTA ALTA 
??ESTANCIA 
??CUARTO DE VAPOR
??4 RECAMARAS, LA PRINCIPAL CON JACUZZI 
??3 BAÑOS y 1/2
??PATIO AMPLIO

??Solo contado??",[],"['Recámara(s)\n4', 'Baños\n4+', 'Medio Baños\n2', 'Garage\n2', 'Terreno\n488m2', 'Vendedor(a)\nInmobiliaria']","$4,500,000",Campestre Arboleda
165,"Hermosa propiedad en venta de una planta en Campos Elíseos 

$549,000 dlls 

3 recamaras
3 baños completos
2 medios baños
Sala 
cocina
comedor 
cuarto de tv 
cuarto de lavar 
terraza 
asador 
alberca 
cochera electrica para 2 carros 
jardín y patio  
2 master cool 
2 calefacciones 
fuente en el jardín  
enrejada

T=900.27 m2
C=374.49 m2",[],"['Recámara(s)\n3', 'Baños\n3', 'Medio Baños\n2', 'Garage\n2', 'Terreno\n900m2', 'Vendedor(a)\nInmobiliaria']","$548,999 USD",Campos Elíseos
166,"AMPLIA PROPIEDAD CON APARTAMENTO EN COLONIA LA CUESTA

PLANTA ALTA 
3 HABITACIONES 

PLANTA BAJA 
2 HABITACIONES 

ESPACIO DE SALA, COCINA Y COMEDOR EN AMBAS PLANTAS 

$1,120,000 SOLO EFECTIVO 

T. 241
C.199",[],"['Recámara(s)\n5', 'Baños\n2', 'Terreno\n241m2', 'Vendedor(a)\nInmobiliaria']","$1,120,000",Andrés Figueroa
167,"Se VENDE bonita casa en Colonia Centro, Huatabampo, Sonora,   Excelente ubicación, Esq. Juarez e Iturbide

500 m2 de Terreno y 408 m2 de Construcción 

Con 20 metros de frente por 25 metros de lado.

La casa esta ubicada por la calle principal (Avenida Juarez), en el centro de la ciudad. 

Cuenta con 2 plantas, 4 recamaras y 3 baños completos.

Planta Baja:
Sala y  comedor y cocina.; 1 recamara y 1 baño completo. Cochera techada para 2 automóviles con puerta eléctrica. 

Planta Alta:
se ubican 3 recámaras y 2 baños completos. Cada recámara tiene cuenta con closet grande. la recámara principal tiene  walking closet y  baño vestidor. 

Area de lavandería. Cuenta con cochera techada para dos automóviles

Adicionalmente tiene 3 locales ubicados por la calle Iturbide,   ideal para fines comerciales,  para instalación de un negocio, clínica, oficina, farmacia, cafetería, tienda de conveniencia, supermercado, entre muchos otros usos. 

Precio: 4,050,000 pesos

Informes

Sofía Morales
Cel. 
Patrimonio e Inversión, Bienes Raíces
www.patrimonioeinversionbr.com",[],"['Recámara(s)\n4', 'Baños\n3', 'Terreno\n408m2', 'Vendedor(a)\nInmobiliaria']","$4,050,000",Acequias del Sur
168,"RESIDENCIA DE UN PISO EN EXCELENTE UBICACIÓN, FRACCIONAMIENTO PRADOS DEL CAMPESTRE.

$3,400,000 MN

 ÁREA GOMEZ MORIN, ZONA TRANQUILA Y SEGURA. FRACCIONAMIENTO ABIERTO. CONFORTABLE DEPARTAMENTO ALEDAÑO. 
TERRENO: 275 M2
CONSTRUCCION: 283 M2

** 4 recamaras
** 3.5 baños
** sala
** comedor
** cocina

Aplican creditos bancarios y pago de contado",[],"['Recámara(s)\n4', 'Baños\n3', 'Garage\n2', 'Terreno\n283m2', 'Vendedor(a)\nInmobiliaria']","$3,400,000",Tecnológico
169,"CASA EN VENTA, FRACCIONAMIENTO CAMPOS ELISEOS, CD. JUAREZ

Extraordinaria Residencia en venta en Campos Elíseos

 Campos Eliseos Paseo I

 Precio $16,000,000.00 MXN

759 m2 de terreno
574.35m2 de construcción

En planta Baja:
Cocina (Equipada)
Área Desayunador 
Isla 
1/2 baño
Cálida sala a desnivel 
Cuarto de Oficina 
Cuarto de lavado
Cuarto de servicio con closet y baño completo 

En planta alta:
3 recámaras con baño privado y closet vestidor, la principal cuenta con tina. Hermosos acabados.
Salón de estar en planta alta con balcón y vista a la alberca

Exterior: 
Alberca 
Cochera cerrada, caben dos  autos adentro y tres o cuatro en el espacio que queda afuera.
Baño completo en área de alberca 
Cuarto de bomba y maquinaria para alberca 
Terraza /asador 

Acabados:
Pisos de mármol, porcelanato, cantera y madera.
Escaleras de madera sólida 
Puertas de madera sólida 

Equipamiento: 
Electrodomésticos VIKING (refrigerador, estufa, campana y microondas)
Refrigeración",[],"['Recámara(s)\n3', 'Baños\n4+', 'Garage\n4+', 'Vendedor(a)\nInmobiliaria']","$16,000,000",Campos Elíseos
170,"EN MISIÓN DE LOS LAGOS

Residencia con tecnología aplicada que brinda comodidad y funcionalidad.

La residencia nos abre su puerta principal en un recibidor con doble altura, muy espacioso que nos lleva en la vista, hacia los ventanales que comunican con la alberca, terraza techada y salón de reuniones.

Aquí, usted y su familia cuentan con 4 recámaras,  todas muy amplias, todas con baño y vestidor vestidor.

Una de las recámaras se ubica en planta baja, tiene jacuzzi, amplios espacios de armario vestidor  y empotrados.

Esta residencia fue habilitada con espacios para uso de sistemas de domótica, que a distancia, permite controlar dispositivos de iluminación, audio, riego, accesos y clima. 

La casa incluye materiales de exquisita calidad, como el cuarzo en la cocina, madera de encino, vidrio templado, la cantera o el doble vidrio en todos sus ventanales. 

Esta calidad y belleza residencial se distribuye en un terreno de 2,447.93 m2 y  casi 800m2 de construcción , incluye 93m2 de bella piscina  tipo espejo.

El patio trasero cuenta con varios espacios de especial encanto:

-Salón de reuniones, equipado.

-2 medios baños.

-Uno de los espacios más especiales es el de la alberca, que al ser de tipo ""espejo"", su imagen es similar a la piscina de consorcios de lujo. 

-Jacuzzi.

-Asadores.

-Estufa un gas

-Chimenea eléctrica

-Jardines con árboles frutales.

-Áreas de caminar y estar al aire libre y / o techadas.

La casa tiene 10 estacionamientos techados

Su fachada es contemporánea.

Esta residencia en Misión de los Lagos, brindando, espacios amplios, calidad de acabados y sistemas de construcción, tecnología funcional para el hogar y campanas espaciosas al aire libre como en interiores que pueden vivir e invitar a disfrutarla.



RESUMEN DE ESPACIOS

4 recámaras, todas con baño y closet vestidor.

La principal con jacuzzi.

2 recámaras con terraza.

Amplia Oficina

Estancia

Fina cocina con barra, desayuno y muy amplia alacena.

Lavandería en interior.

Sala en desnivel

Bello espacio de comedor con techo a doble altura, en desnivel.

2 medios baños en interior

Salón de reuniones con bellos ventanales al patio trasero

Terraza equipada con parrillas y barras.

2 medios baños en la terraza -alberca

Alberca de espejo

Área de convivencia al lado de alberca

Espaciosos jardines con árboles frutales.

Cuarto de máquinas

Bodega

10 estacionamientos cubiertos.



Residencia en Misión de los Lagos",[],"['Recámara(s)\n4', 'Baños\n4+', 'Garage\n4+', 'Terreno\n2447m2', 'Vendedor(a)\nInmobiliaria']","$17,000,000",Misión de Los Lagos
171,"CASA EN VENTA FRAC HACIENDA DE LA CANTERA SECTOR SENDERO
MXN 3,550,000.00
Casa en Venta: 
HACIENDA LA CANTERA II
Área de Sendero
$3'550,000 MN

Terreno: 207.26 m2
Construccion: 297.19 m2 

Zona Valle del Sol y Hacienda San Miguel

 Lista para habitarse
Zona de gran plusvalía 
 Propiedad en esquina

CARACTERÍSTICAS:
 3 recámaras 
 3.5 baños
 Estancia
 Terraza
 Jacuzzi
 Asador
 Pérgola 
 Cocina equipada con estufa, refrigerador y campana.
 Aire 
 Calefacción",[],"['Recámara(s)\n3', 'Baños\n3', 'Medio Baños\n1', 'Garage\n4+', 'Terreno\n207m2', 'Vendedor(a)\nInmobiliaria']","$3,550,000",Cd. Juarez
172,"OASIS REVOLUCION BONITA CASA EN VENTA
$1,390,000 MN
Fraccionamiento Oasis revolución
Muy cercana a parque y escuelas
Planta Baja
Cochera para un auto cerrada y techada.
Sala,
Comedor
Cocina Integral
2 recamaras
2 baños Completos
Espacios Remodelados y muy amplios
Planta Alta
Una Recámara 
Espacio de Estancia u Oficina
Equipamiento Adicional
1 Aire Acondicionado
1 Boiler

TERRENO: 122.5 m2
CONSTRUCCION: 151.52 m2",[],"['Recámara(s)\n3', 'Baños\n2', 'Garage\n2', 'Terreno\n122m2', 'Vendedor(a)\nInmobiliaria']","$1,390,000",Oasis Revolución I
173,"HERMOSAS CASAS  NUEVAS EN VENTA, UBICADAS EN ZONA DORADA, CD JUAREZ CHIHUAHUA.
PRECIOS DESDE $3,422,000.00
HERMOSAS RESIDENCIAS NUEVAS  EN VENTA
Fraccionamiento privado, parques equipados con juegos infantiles, gimnasio, casa club, áreas verdes.
Magnifico sector, cerca de centro comercial Misiones, hospitales, bancos, restaurantes, farmacias, fáciles vías de acceso.
Precio avalúo desde $3,422,000 m.n.   
** 3 recamaras
** 2.5 baños
**Estancia
** sala-comedor-cocina
** cuarto de lavandería- patio- cochera para 2 autos
** Construcción total: 209 m2, Terreno: 190 m2",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n190m2', 'Vendedor(a)\nInmobiliaria']","$3,422,000",Cd. Juarez
174,"Fraccionamiento Hacienda del Nogal. 
Circuito Fresno. 

$$  3'250,000 pesos

Terreno 170 m2
Construcción 230 m2
3 recámaras en total.
Recámara principal con baño completo, closet vestidor y terraza.
Recámaras secundarias con baño y closet.
Estancia en planta alta.
Oficina en planta baja. 
Sala y comedor.
Cocina integral equipada.
Lavandería en interior.
2.5 baños
Patio encementado.
Cochera techada para 2 autos
Frente a parque.
Fraccionamiento Privado",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n170m2', 'Vendedor(a)\nInmobiliaria']","$3,250,000",Parcelas Ejido Jesús Carranza
175,"CASA EN VENTA 
FRACCIONAMIENTO CANTO DE CALABRIA
Sector sendero, cerca de escuelas, centros comerciales, etc.
Frente area verde 
3 recamaras la principal con closet  vestidor 
2 1/2 baños 
Sala-comedor
Cocina(no se queda refrigerador, estufa, campana y microondas)
Amplio patio 
Equipamento
Dos aires 
Calefacción 
Closet 
Terreno 168.26
Construcción 127.57
Precio de venta  $$$  2,400,000",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n168m2', 'Vendedor(a)\nInmobiliaria']","$2,400,000",Parcelas Ejido Jesús Carranza
176,"Casa en venta Fraccionamiento Paseos del Real 
Sector sendero, cerca de centros comerciales, restaurantes, escuelas, papelerias, bancos. cines, etc.

Planta baja: 
Sala-comedor
Cocina
Estancia 
Cuarto de lavar
Alacena 
Pequeño patio
Medio baño 

Planta alta:
** 3  recámaras
** 2.5  ( uno en recámara principal)
Un walk in closet grande
Estancia

Cochera para 2 autos

Terreno 156.75m2
Sup.Const 198.61m2

Precio  $2’700,000.00 m.n.",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n156m2', 'Vendedor(a)\nInmobiliaria']","$2,700,000",Cd. Juarez
177,"FRAC. ACEQUIAS CASA EN VENTA, SECTOR RIVERA LARA Y AV. TECNOLOGICO
$1,989,000 MN
Características y habitaciones:

3 recámaras (la principal al frente con baño propio)
2 baños completos
1 medio baño
Sala
Comedor
Pasillo interior en planta alta
Cocina con preciosa cocineta integral y barra para preparar alimentos
Cómoda escalinata
Sala enmarcada con detalles de elegancia y sobriedad
Amplio espacio para comedor
Espacio dedicado para casa de muñecas, almacén de juguetes u otros artículos
Área de lavadero
Cuarto de Servicio/Alacena
Cuarto de lavado
Cochera con puerta eléctrica y pequeña fuente
Enrejada y con muchos motivos para disfrutarla.
Bienvenidos todos los créditos y efectivo. Cuenta con gravamen. Todos los servicios al corriente.


TERRENO:  110.25 M2

CONSTRUCCION:  158 M2",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n110m2', 'Vendedor(a)\nInmobiliaria']","$1,989,000",Las Acequias
178,"AMPLIA CASA EN VENTA, FRACCIONAMIENTO SATELITE, CERCA DE CENTROS COMERCIALES,  RESTAURANTES, TIENDAS DE CONVENIENCIA, PAPELERIAS, CRUCE INTERNACIONAL,  FACILES VíAS DE ACCESO.


SATELITE 
$ 2,000,000

Excelente ubicacion 
4 Recamaras una de ellas en planta baja 
3 Baños completos
Sala 
Comedor
Cocina
Terraza
Cochera para 5 autos
Aire Acondicionado 
Calefacción 

!!   NO TIENE PATIO  !!!",[],"['Recámara(s)\n4', 'Baños\n3', 'Garage\n4+', 'Terreno\n200m2', 'Vendedor(a)\nInmobiliaria']","$2,000,000",Satélite
179,"CASA SEMINUEVA  EN VENTA FRAC. LA GAVIA, ubicada frente a parque.

Frac. privado,  cuenta con Gimnasio, casa club, áreas verdes parques con juegos infantiles,  

Sector sendero, cerca de centros comerciales, escuelas, restaurantes, papelerías, farmacias, tiendas de conveniencia.

** 3 recamaras
** 2.5 baños
** estancia
** cuarto de lavandería, patio, cochera para 2 autos.
Equipada con cocina integral, refrigerador, estufa, closets.
Terreno: 130 m2
Construcción: 129 m2",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n130m2', 'Vendedor(a)\nInmobiliaria']","$2,200,000",Cd. Juarez
180,"***HERMOSAS CASAS A ESTRENAR ESTE FIN DE AÑO!!****
***Magnifica ubicación, sector de gran plusvalía, has de tu hogar la mejor inversión, aun tenemos lotes con excedente de terreno.

**Tenemos SUPER  DESCUENTOS aplicables a este precio!!!
**Promoción vigente hasta el 30 de septiembre!!!
**Fraccionamiento privado con solo 65 casas,  cuenta con áreas verdes, Casa Club, Terraza, Gimnasio, parques con juegos infantiles en cada cerrada.
**3 recamaras, cada una de ellas con su propio baño
**3.5 baños totales
**Estancia familiar
**Sala-comedor-cocina
**Cuarto de lavander?ía - patio - cochera para 2 autos
Terreno: 190 m2
Construcción habitable:  201 m2
Construcción total: 244 m2",[],"['Recámara(s)\n3', 'Baños\n3', 'Medio Baños\n3', 'Garage\n2', 'Terreno\n190m2', 'Vendedor(a)\nInmobiliaria']","$3,865,000",Cd. Juarez
181,"??AMPLIA Y HERMOSA RESIDENCIA EN VENTA ??

                                      CON HABITACION MUY AMPLIA Y BAÑO COMPLETO EN PLANTA BAJA

Precio Venta $2,050,000.00( Precio menor a su avalúo)

-UBICADA EN FRACCIONAMIENTO PRIVADO: JARDINES DE SAN PATRICIO ETAPA 2  

( EN ESQUINA, AMPLIO ESTACIONAMIENTO  PARA VISITAS)

Terreno: 153.093 m2

Construcción :  ***Mostrar número***m2 LADRILLO



PLANTA BAJA:

Baño de visitas ( 1/2 baño.)

1 Recámara con mini-split y baño completo muy amplio con vista a la cascada del Patio.

Cochera para 2 carros

Sala /Comedor /Cocina

Cuarto de lavandería

 Hermosa cascada en patio en funcionamiento.

PLANTA ALTA

3 recámaras

Baño completo

Amplia terraza  con acceso por escaleras exteriores

Cuarto para guardar herramientas  con racks fijos. 

EQUIPAMIENTO

• Rejas en Puertas, ventanas y terraza.

• Aire acondicionado / Calefaccion.

• Boiler

• Cocina integral

• Una recámara con refrigeración

• Baños equipados

• Closets de madera en todas las habitaciones.

• Frondoso jardín en la entrada de la casa

• Sistema de filtrado de agua



• Fraccionamiento privado con acceso de seguridad inteligente.

• Hermoso parque verde con área de juegos



Acceso rápido a  calle  Valle del Sol, Francisco Villarreal, Tres Cantos

Cerca  de tiendas de autoservicio, centro comercial Sendero, Restaurantes, colegios.",[],"['Recámara(s)\n4', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n153m2', 'Vendedor(a)\nInmobiliaria']","$2,050,000",Parcelas Ejido Jesús Carranza
182,"MAGNIFICA RESIDENCIA EN  VENTA, SECTOR MUY CENTRICO.
FRACCIONAMIENTO PARTIDO LA FUENTE

Hermoso  recibidor a doble altura, con cúpula.

Sala independiente y a desnivel

Comedor independiente, pero comunicado con cocina.

Cocina integral de fina madera, equipada.

Desayunador con bello ventanal.

Estancia y cava.

3 recámaras, cada una con su baño privado y closet vestidor.

Estudio en planta alta con baño privado.

Lavandería en interior.

Closet de visitas

Closet de blancos

Portal de acceso con columnas en cantera.

Cochera cerrada para 2 autos y abierta en privado para 2 más.

Bello patio con palapa  y asadores.

VALOR AVALÚO $10,000,000 de pesos.

PRECIO VENTA : $8,000,000 de pesos.

Negociable

Terreno 454.589 M2, construccion 439.16 m2",[],"['Recámara(s)\n3', 'Baños\n4+', 'Medio Baños\n1', 'Garage\n4+', 'Terreno\n454m2', 'Vendedor(a)\nInmobiliaria']","$8,000,000",Cd. Juarez
183,"CASA EN VENTA EN FRACCIONAMIENTO PRIVADO 
GARDENO RESIDENCIAL
Fraccionamiento privado, a 5 mins de Misiones, cerca de hospitales, centros comerciales, papelerias, etc.
Terreno.             130 m2 
Construcción   138.47 m2
        $2,100,000
—3 recamaras  (recamara principal y recamara ampliada con 2 closets) 
—2.5 baños (1 completo en recámara principal)
—Sala- comedor
—Cocina con cocineta 
—Closet de lavanderia 
—Patio con terraza techada con luces spot y asador.
—Storage y 1/2 baño para hombres en exterior 
—Pasillo de servicio 
—Cochera para 2 autos 
—Frente a parque 
**Casa totalmente insulada en paredes y techos
EQUIPAMIENTO:
Aire, calefacción, boiler, 3 minisplits frio/calor( 1 en sala de 2 tons y 2 de 1 ton en recámara principal y recamara secundaria), cocineta , shutters en ventanas, ventana doble vidrio en puerta de acceso a patio.",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n130m2', 'Vendedor(a)\nInmobiliaria']","$2,100,000",Cd. Juarez
184,"RINCONES DE SAN MARCOS PRECIOSA CASA EN VENTA
Casa en VENTA en Rincones de San Marcos
$ 290,000 dólares
Acceso por la Av. Gómez Morin y justo localizada en la sección de atrás de Plaza Arecco.
Terreno 349 m2
Construcción 370 m2
**  Patio de mas de 90 m2.  **
Dos plantas
**Baños 2 completos / 2 medios
La casa esta recién pintada en el exterior y lista para ser habitada (opción a quedarse con muebles).
PLANTA BAJA:
**Recibidor
**Medio baño para visitas recién remodelado
**Cocina, comedor, sala
**Enorme estancia con una pequeña cantina de madera.
**Al salir de la estancia hay un padrísimo deck que conduce al patio ideal para reuniones sociales.
SEGUNDA PLANTA:
** Pequeña área de juegos
** Espacio o cuarto ideal para oficina ahora en este nuevo mundo del home office.
**3 Recamaras
** 2.5 baños

AREA EXTERIOR :
Cuarto de lavado
** Medio baño en pasillo ideal para reuniones afuera
** Espacio para 4 autos
** Canasta para basquetbol
** Pequeño recibidor externo antes de la puerta principal.
Además…
** Dos rejas eléctricas
** Aire y calefacción separado por planta
** Escaleras de madera en el piso.
La propiedad esta completamente construida de ladrillo lo que la hace térmica y fresca a la vez dependiendo la temporada.
Si quieres vivir en una de las áreas mas exclusivas de nuestra ciudad, esta opción es para ti.",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n4+', 'Terreno\n349m2', 'Vendedor(a)\nInmobiliaria']","$290,000 USD",Rincones de San Marcos
185,"PRECIOSA CASA  CON ALBERCA EN VENTA HARMONI RESIDENCIAL, ATRAS DE MISION DE LOS LAGOS
MXN 3,400,000.00
EN HARMONI RESIDENCIAL.

TERRENO : 190 M2
CONSTRUCCION: 157.36 M2

-PATIO CON ASADOR, BARRA, ALBERCA Y JACUZZI

Disfruta de esta bonita casa de 3 recámaras, estancia, sala a desnivel, cocina equipada y lavandería,

Ubicada en una de las zonas de mayor plusvalía de Ciudad Juárez, ésta opción residencial te brinda comodidad, calidad y amplitud.

3 recámaras, la principal con clóset vestidor y baño.
Amplia Estancia
Sala en desnivel 
Comedor con ventanal 
Cocina integral con barra, parrilla y campana.
Medio baño en planta baja.
Cuarto de lavandería con puerta de servicio.
La casa se entrega con equipamiento:

Aire y calefacción
Boiler
Closet
Tina y regadera independientes en baño principal.
Persianas y lámparas.
PATIO CON ASADOR, BARRA, ALBERCA Y JACUZZI

TERRAZA CON VISTA AL PARQUE. FRACCIONAMIENTO PRIVADO, ATRÁS DE MISIÓN DE LOS LAGOS. CASA FRENTE A PARQUE.

Incluye: Piso laminado - Vidrio templado - Persianas - Lámparas",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n190m2', 'Vendedor(a)\nInmobiliaria']","$3,400,000",Cd. Juarez
186,"PRECIOSA CASA EN VENTA FRACCIONAMIENTO LA MORALEJA, SECTOR GALGODROMO.

Fraccionamiento privado, cerca de cruce internacional puente libre,  centros comerciales, farmacias, hospital, fáciles vías de acceso, cerca de Av. Vicente Guerrero, Calle Arizona y Cuatro Siglos,

Precio de venta $4,900,000 MN
Terreno 300 m2
Construcción. 265 m2

PLANTA BAJA
** Recamara principal en planta baja con baño completo y closet vestidor.
** Estancia
** Muy Amplios espacios en Sala-comedor-cocina
** Cuarto de lavandería- cochera para 2 autos.
** ½ baño de visitas
** Patio con área verde

PLANTA ALTA
** 2 Recamaras
** 1 baño completo

EQUIPAMIENTO
Shutters, Cocina integral , closets, escaleras de encino
Pisos  y Baños con  mármol travertino
Detalles en cantera / Amplio patio con terraza/Ventanas de doble vidrio
Techo y muros con aislamiento térmico / Techo de doble altura
3 aires y 3 calefacciones ( por secciones ) / Lámparas, candiles
Cochera eléctrica para un auto / Casa frente a parque",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n1', 'Terreno\n300m2', 'Vendedor(a)\nInmobiliaria']","$4,900,000",Cd. Juarez
187,"RESIDENCIA DE LUJO CON ALBERCA EN VENTA EN UNO DE LOS FRACCIONAMIENTOS MAS EXCLUSIVOS DE LA CIUDAD
CERRADA DEL SOL ETAPA II, ZONA CAMPOS ELISEOS EN CD. JUAREZ

Fraccionamiento de alta Plusvalía y seguridad, con grandes áreas verdes, ubicada a contra esquina de parque principal

- Terreno de 480 m2
- Construcción de 370 m2
- Construcción con material Rastra, material de alta calidad en materia de construcción para la insulación.
- Recibidor de doble altura
- 4 Recámaras
- 1 Medio baño en planta baja
- 3 baños completos
- Recámara principal y 1 secundaria con baño propio
- Recámara principal con balcón al exterior
- 2 Recámaras secundarias comparten 1 baño completo
- Sala, comedor, cocina
- Cocina integral con madera de encino
- Closet de lavado en planta alta
- Estancia familiar en planta alta con balcón al exterior
- Recámara de servicio con baño propio
- Amplio pasillo de servicio
- Cochera para resguardar 2 vehículos
- Alberca en patio
- Patio con jardín y árboles
- Barda trasera de piedra

EQUIPAMIENTO:

- 2 Unidades paquete de 7 y 5 toneladas
-Piso de cerámica italiana
- Ventanas de doble cristal en toda la casa
- Sistema que regula la presión del agua
- El material de construcción es de alta calidad, ICF Block o RASTRA utiliza una mezcla de base de poliestireno y cemento, para obtener alguna de las cualidades físicas que lo convierte en un producto ahorrador de energía, aislante térmico  y de ruido.",[],"['Recámara(s)\n4', 'Baños\n3', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n480m2', 'Vendedor(a)\nInmobiliaria']","$450,000 USD",Del Sol I
188,"RESIDENCIA LUXURY EN VENTA EN CAMPOS ELISEOS, ZONA CON MAYOR PLUSVALIA EN LA CIUDAD,

MXN $ 9,000,000

Hermosa Residencia en Venta, dentro de fraccionamiento Residencial Cerrada del Sol, con acabados de exquisita calidad, ubicado en la primera entrada de Campos Elíseos, cercana a Universidad Tecnológico de Monterrey, hospital Ángeles, Plazas comerciales como Plaza Bistró, Applebees, Rocco café entre otros restaurantes.

La hermosa propiedad consta de 513 m2 de terreno y 364m2 de construcción, entrando su cálido recibidor se encuentra con sus hermosas escaleras con acabado de encino y mármol, en planta alta nos recibe una estancia con spotlights y molduras que llenan de detalle su espacio. Recorremos el pasillo que nos lleva a las tres hermosas recamaras, cada una con walk in Closet y baño propio. La recamara principal tiene el más grande de los closets, y tiene tina de hidromasaje en su baño. Una buena forma de pasar momentos de calidad, en una casa con acabados de alta calidad.

En planta baja nos dirigimos a las escaleras que nos llevan hasta el amplio sótano, con calefacción y aire propio.

En primera planta sala con bonita chimenea decorativa, comedor con muebles empotrados hecho a medida, cocina equipada, desayunador con vistas a la terraza de la alberca, cuarto de lavado, salida a cochera para dos autos, conectada con el cuarto de servicio con baño propio, todo con detalles estilo clásico- señoral.

El patio esta hermosamente decorado con palmeras y piedras, que es el paisaje perfecto para la alberca, pasa tus tardes en este hermoso patio y prepara la comida para tus invitados en el asador, además la alberca siempre esta en temperatura agradable, gracias a su caldera que se encuentra en el cuarto de maquinas.

Equipamiento:  2 portones eléctricos, tinaco de 5,000 l, sistema de agua purificada, mini Split en cuarto de servicio, 3 unidades paquete, 2 en planta alta de 3 toneladas y una en planta baja de 5 toneladas, ventanas doble vidrio en toda la casa. 

TERRENO: 513 M2
CONSTRUCCION:458 M2

Mtto del fraccionamiento: $15,000 anual

Predial: $25,000 anual",[],"['Recámara(s)\n3', 'Baños\n4+', 'Garage\n3', 'Terreno\n513m2', 'Vendedor(a)\nInmobiliaria']","$9,000,000",Del Sol I
189,"Como Nueva !!  FRACCIONAMIENTO TOLEDO

Prolongación Ejercito nacional y Ortiz Rubio, cerca de centros comerciales, restaurantes, papelerías, plazas comerciales, bancos,  puente internacional.
            $$  2,390,000 mn.
** 3 Recámaras, cada una con su propio baño.
** Estancia
** Cocina Sala Comedor
** 3.5 Baños en total
** Cuarto de lavandería
Piso de Porcelanato
Boiler
4 minisplit
Patio
142 terreno m2. 145 Construcción m2",[],"['Recámara(s)\n3', 'Baños\n3', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n145m2', 'Vendedor(a)\nInmobiliaria']","$2,390,000",Cerrada de los Cipreses
